city,postcode,housenumber,street,state,address2,longitude,latitude
,33134,180,Aragon Avenue,Florida,"180 Aragon Avenue, Coral Gables, FL 33134, United States of America",-80.25821430120101,25.75014505
Miami Beach,33139,1351,Collins Avenue,Florida,"1351 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.1307046,25.7850123
Miami Beach,33139,1320,Ocean Drive,Florida,"1320 Ocean Drive, Miami Beach, FL 33139, United States of America",-80.13019385,25.78437205
Miami Beach,33139,1420,Collins Avenue,Florida,"1420 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13100684805752,25.7861451
Miami Beach,33139,,Collins Court,Florida,"Collins Court, Miami Beach, FL 33139, United States of America",-80.13098375415913,25.786285499999998
Miami Beach,33139,1401,Collins Avenue,Florida,"1401 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13049600247487,25.785413650000002
Miami Beach,33139,1428,Collins Avenue,Florida,"1428 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13096555,25.78641415
Miami Beach,33139,1420,Collins Avenue,Florida,"1420 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.1308307,25.7861329
Miami Beach,33139,,Ocean Court,Florida,"Ocean Court, Miami Beach, FL 33139, United States of America",-80.13044176265339,25.7858178
Miami Beach,33139,1423,Collins Avenue,Florida,"1423 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13040194189757,25.7859862
Miami Beach,33139,1400,Ocean Drive,Florida,"1400 Ocean Drive, Miami Beach, FL 33139, United States of America",-80.13004609666504,25.78531955
Miami Beach,33139,,Ocean Court,Florida,"Ocean Court, Miami Beach, FL 33139, United States of America",-80.13048863896255,25.78618315
,33134,1721,Ponce de Leon Boulevard,Florida,"1721 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",-80.25857282005975,25.756211649999997
Miami Beach,33139,1410,Ocean Drive,Florida,"1410 Ocean Drive, Miami Beach, FL 33139, United States of America",-80.13000713961782,25.7855107
Miami Beach,33139,,Ocean Court,Florida,"Ocean Court, Miami Beach, FL 33139, United States of America",-80.13020878734424,25.786532299999998
Miami Beach,33139,1420,Ocean Drive,Florida,"1420 Ocean Drive, Miami Beach, FL 33139, United States of America",-80.12996040226417,25.7858751
Miami Beach,33139,1510,Collins Avenue,Florida,"1510 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13086125893861,25.7879027
Miami Beach,33139,1430,Ocean Drive,Florida,"1430 Ocean Drive, Miami Beach, FL 33139, United States of America",-80.12994015000001,25.7860096
Miami Beach,33139,1520,Collins Avenue,Florida,"1520 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13085254394065,25.7880446
Miami Beach,33139,,Ocean Court,Florida,"Ocean Court, Miami Beach, FL 33139, United States of America",-80.12992040222649,25.7861417
Miami Beach,33139,1500,Collins Avenue,Florida,"1500 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.1306932,25.7872715
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13003738475021,25.787107050000003
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13104467571088,25.788254000000002
Miami Beach,33139,1440,Ocean Drive,Florida,"1440 Ocean Drive, Miami Beach, FL 33139, United States of America",-80.12976802250441,25.786464799999997
Miami Beach,33139,1530,Collins Avenue,Florida,"1530 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13079038822542,25.78853335
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.1305008,25.7878932
Miami,33125,3341,Northwest 18th Terrace,Florida,"Miami, FL 33125, United States of America",-80.2508909,25.7920126
Miami Beach,33139,,15th Street,Florida,"15th Street, Miami Beach, FL 33139, United States of America",-80.12908712760775,25.787941850000003
Miami,33137,,Biscayne Boulevard,Florida,"Biscayne Boulevard, Miami, FL 33137, United States of America",-80.18675160468442,25.8231807
Miami Beach,33139,,16th Street,Florida,"16th Street, Miami Beach, FL 33139, United States of America",-80.13072423637949,25.789399349999997
Miami Beach,33139,1610,Collins Avenue,Florida,"1610 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.1306097692059,25.7896581
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12929405924972,25.78839955
Miami Beach,33139,,Lincoln Road,Florida,"Lincoln Road, Miami Beach, FL 33139, United States of America",-80.1309129730283,25.79111475
Miami Beach,33139,,Washington Avenue,Florida,"Washington Avenue, Miami Beach, FL 33139, United States of America",-80.1314957,25.79157935
Miami Beach,33139,,James Avenue,Florida,"James Avenue, Miami Beach, FL 33139, United States of America",-80.13107794999999,25.79151085
Miami Beach,33139,1601,Collins Avenue,Florida,"1601 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12934426562256,25.7893831
Miami Beach,33139,1676,James Avenue,Florida,"1676 James Avenue, Miami Beach, FL 33139, United States of America",-80.13109045433751,25.79173235
Miami Beach,33139,1680,James Avenue,Florida,"Miami Beach, FL 33139, United States of America",-80.1310927,25.79197695
Miami Beach,33139,300,17th Street,Florida,"300 17th Street, Miami Beach, FL 33139, United States of America",-80.13110209999999,25.79212645
Miami,33137,5255,Biscayne Boulevard,Florida,"5255 Biscayne Boulevard, Miami, FL 33137, United States of America",-80.18647301575982,25.824781950000002
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13027976896754,25.7919566
Miami Beach,33139,1690,Collins Avenue,Florida,"1690 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.130258414477,25.79213865
Miami Beach,33139,1,Lincoln Road,Florida,"1 Lincoln Road, Miami Beach, FL 33139, United States of America",-80.1293205640344,25.7911682
Miami Beach,33139,1701,James Avenue,Florida,"1701 James Avenue, Miami Beach, FL 33139, United States of America",-80.13053125701646,25.79256895
Miami Beach,33139,1800,James Avenue,Florida,"1800 James Avenue, Miami Beach, FL 33139, United States of America",-80.13131602302576,25.7941079
Miami Beach,33139,1700,Collins Avenue,Florida,"1700 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13007127048863,25.792613
Miami,33125,1521,Northwest 37th Avenue,Florida,"1521 Northwest 37th Avenue, Miami, FL 33125, United States of America",-80.2556877,25.7882943
Miami Beach,33139,1671,Collins Avenue,Florida,"1671 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12916774306075,25.79163645
Miami,33134,4001,West Flagler Street,Florida,"4001 West Flagler Street, Miami, FL 33134, United States of America",-80.26155468052539,25.772020849999997
Miami Beach,33139,1720,Collins Avenue,Florida,"1720 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13004024920863,25.79284345
Miami Beach,33139,1677,Collins Avenue,Florida,"1677 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12931036409397,25.79180045
Miami Beach,33139,1732,Collins Avenue,Florida,"1732 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12999857413126,25.7931206
Miami Beach,33139,1685,Collins Avenue,Florida,"1685 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12917450022144,25.792123750000002
Miami Beach,33139,1776,Collins Avenue,Florida,"1776 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12980064342187,25.7936716
Miami Beach,33139,1817,James Avenue,Florida,"1817 James Avenue, Miami Beach, FL 33139, United States of America",-80.13041735440737,25.794328450000002
,33134,2051,Minorca Avenue,Florida,"2051 Minorca Avenue, Coral Gables, FL 33134, United States of America",-80.2624539173996,25.75376985
Miami Beach,33139,1701,Collins Avenue,Florida,"1701 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12914365370872,25.79259665
Miami Beach,33139,1717,Collins Avenue,Florida,"1717 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12863931285972,25.79291105
Miami Beach,33139,334,20th Street,Florida,"334 20th Street, Miami Beach, FL 33139, United States of America",-80.13111540117745,25.7959395
Miami Beach,33139,1741,Collins Avenue,Florida,"1741 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12902360000001,25.7931928
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12888180165737,25.79333785
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.1288610386666,25.79348995
Miami Beach,33139,,19th Street,Florida,"19th Street, Miami Beach, FL 33139, United States of America",-80.1299504124278,25.7948589
Miami,33134,4100,West Flagler Street,Florida,"4100 West Flagler Street, Miami, FL 33134, United States of America",-80.26283370053262,25.771251550000002
Miami Beach,33139,318,20th Street,Florida,"318 20th Street, Miami Beach, FL 33139, United States of America",-80.13064877096039,25.795857050000002
Miami Beach,33139,2115,Washington Avenue,Florida,"2115 Washington Avenue, Miami Beach, FL 33139, United States of America",-80.13173610134655,25.7976652
Miami,33133,,Southwest 40th Street,Florida,"Southwest 40th Street, Miami, FL 33133, United States of America",-80.25760827430102,25.7352231
Miami Beach,33139,1775,Collins Avenue,Florida,"1775 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12896869297693,25.79372505
Miami Beach,33139,1900,Collins Avenue,Florida,"1900 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.13003769140698,25.7952193
Miami Beach,33139,1801,Collins Avenue,Florida,"1801 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12888760034585,25.7941779
Miami Beach,33139,2000,Liberty Avenue,Florida,"2000 Liberty Avenue, Miami Beach, FL 33139, United States of America",-80.13046033579471,25.7963053
Miami Beach,33139,1825,Collins Avenue,Florida,"1825 Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12879976181283,25.7944355
,33142,3401,Northwest 25th Street,Florida,"3401 Northwest 25th Street, Miami-Dade County, FL 33142, United States of America",-80.25150345975722,25.79925605
Miami Beach,33139,,20th Street,Florida,"20th Street, Miami Beach, FL 33139, United States of America",-80.12861862956841,25.79489045
Miami Beach,33139,318,21st Street,Florida,"318 21st Street, Miami Beach, FL 33139, United States of America",-80.1302963800405,25.79663005
,33134,,Southwest 42nd Avenue,Florida,"Southwest 42nd Avenue, Coral Gables, FL 33134, United States of America",-80.26308993316681,25.747714600000002
Miami Beach,33139,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33139, United States of America",-80.12932279391055,25.795968950000002
Miami Beach,33139,,Liberty Avenue,Florida,"Liberty Avenue, Miami Beach, FL 33139, United States of America",-80.12978220303798,25.7964315
Miami Beach,33139,150,20th Street,Florida,"150 20th Street, Miami Beach, FL 33139, United States of America",-80.12888339922091,25.79532095
,33142,3499,Northwest 25th Street,Florida,"3499 Northwest 25th Street, Miami-Dade County, FL 33142, United States of America",-80.2522280929679,25.7993997
Miami Beach,33139,,20th Street,Florida,"20th Street, Miami Beach, FL 33139, United States of America",-80.12865037149007,25.795909350000002
Miami Beach,33139,2216,Park Avenue,Florida,"2216 Park Avenue, Miami Beach, FL 33139, United States of America",-80.13040456766859,25.7986325
Miami,33126,,Northwest 39th Court,Florida,"Northwest 39th Court, Miami, FL 33126, United States of America",-80.26170180242522,25.78388575
,33142,3525,Northwest 25th Street,Florida,"3525 Northwest 25th Street, Miami-Dade County, FL 33142, United States of America",-80.25323379431833,25.79957755
Miami,33126,4021,Northwest 11th Street,Florida,"4021 Northwest 11th Street, Miami, FL 33126, United States of America",-80.26270298621722,25.78297355
Miami,33126,1201,Dolphin Expressway,Florida,"1201 Dolphin Expressway, Miami, FL 33126, United States of America",-80.26230653791939,25.7848332
Miami,33125,,Northwest 42nd Avenue,Florida,"Northwest 42nd Avenue, Miami, FL 33125, United States of America",-80.26292668899205,25.78408585
Miami,33126,4101,Northwest 11th Street,Florida,"4101 Northwest 11th Street, Miami, FL 33126, United States of America",-80.2632143207853,25.782715
Miami,33134,,Northwest 42nd Avenue,Florida,"Northwest 42nd Avenue, Miami, FL 33134, United States of America",-80.2650511,25.776056
Miami Beach,33139,,22nd Street,Florida,"22nd Street, Miami Beach, FL 33139, United States of America",-80.12724020772615,25.797541250000002
Miami Beach,33140,2365,West 24th Street,Florida,"2365 West 24th Street, Miami Beach, FL 33140, United States of America",-80.1294921971347,25.80032415
Miami,33126,950,Northwest 42nd Avenue,Florida,"950 Northwest 42nd Avenue, Miami, FL 33126, United States of America",-80.2648639500745,25.781154450000002
Miami Beach,33140,,Pine Tree Drive,Florida,"Pine Tree Drive, Miami Beach, FL 33140, United States of America",-80.1297065,25.800891
Miami Beach,33140,,24th Street,Florida,"24th Street, Miami Beach, FL 33140, United States of America",-80.12730658429538,25.79913585
,33142,3651,Northwest 25th Street,Florida,"3651 Northwest 25th Street, Miami-Dade County, FL 33142, United States of America",-80.2556709549217,25.79922715
Miami,33126,1000,Northwest 42nd Avenue,Florida,"1000 Northwest 42nd Avenue, Miami, FL 33126, United States of America",-80.26491133426384,25.78179605
,33125,,Northwest 21st Street,Florida,"Northwest 21st Street, Miami-Dade County, FL 33125, United States of America",-80.25944298782582,25.79450795
Miami Beach,33140,,Flamingo Drive,Florida,"Flamingo Drive, Miami Beach, FL 33140, United States of America",-80.12815852929727,25.799652299999998
Miami,33101,5940,Biscayne Boulevard,Florida,"5940 Biscayne Boulevard, Miami, FL 33101, United States of America",-80.18527192457248,25.83058435
Miami,33126,,Northwest 12th Street,Florida,"Northwest 12th Street, Miami, FL 33126, United States of America",-80.26471567568564,25.783225199999997
Miami Beach,33140,2301,Collins Avenue,Florida,"2301 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1267581,25.7983843
Miami Beach,33140,,Collins Avenue,Florida,"Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1279151,25.8000325
Miami,33101,,Northeast 5th Court,Florida,"Northeast 5th Court, Miami, FL 33101, United States of America",-80.1850614,25.8309207
Miami Beach,33140,255,West 24th Street,Florida,"255 West 24th Street, Miami Beach, FL 33140, United States of America",-80.12810128185721,25.8008583
Miami,33126,4351 NW,Northwest 9th Street,Florida,"4351 NW Northwest 9th Street, Miami, FL 33126, United States of America",-80.2665529,25.7810449
Miami Beach,33140,2445,Collins Avenue,Florida,"2445 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12614327762344,25.80043675
Miami,33134,4525,Southwest 8th Street,Florida,"4525 Southwest 8th Street, Miami, FL 33134, United States of America",-80.27039698676639,25.764486050000002
,33134,700,Biltmore Way,Florida,"700 Biltmore Way, Coral Gables, FL 33134, United States of America",-80.26950345283501,25.7476403
Miami,33134,4601,Southwest 8th Street,Florida,"4601 Southwest 8th Street, Miami, FL 33134, United States of America",-80.2708208604325,25.764446
Miami,33137,6150,Biscayne Boulevard,Florida,"6150 Biscayne Boulevard, Miami, FL 33137, United States of America",-80.18437025885416,25.8331457
Miami,33138,6200,Biscayne Boulevard,Florida,"6200 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18445580516337,25.833726
Miami Beach,33140,,26th Street,Florida,"26th Street, Miami Beach, FL 33140, United States of America",-80.12582964980456,25.802489549999997
Miami,33134,4700,Southwest 8th Street,Florida,"4700 Southwest 8th Street, Miami, FL 33134, United States of America",-80.27212955100046,25.76389785
Miami,33138,,Northeast 63rd Street,Florida,"Miami, FL 33138, United States of America",-80.18606925896452,25.8338765
Miami Beach,33140,2931,Sheridan Avenue,Florida,"2931 Sheridan Avenue, Miami Beach, FL 33140, United States of America",-80.12851706299097,25.80629295
Key Biscayne,33149,301,Ocean Drive,Florida,"301 Ocean Drive, Key Biscayne, FL 33149, United States of America",-80.15793482986231,25.6955443
Miami,33101,6300,Biscayne Boulevard,Florida,"6300 Biscayne Boulevard, Miami, FL 33101, United States of America",-80.1844885,25.8343485
Miami,33138,,Northeast 63rd Street,Florida,"Miami, FL 33138, United States of America",-80.18456235,25.83432985
Miami Beach,33140,2731,Indian Creek Drive,Florida,"2731 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.1263489020534,25.804542249999997
Miami,33101,,Biscayne Boulevard,Florida,"Miami, FL 33101, United States of America",-80.18432867284645,25.8344059
Miami Beach,33140,,29th Street,Florida,"29th Street, Miami Beach, FL 33140, United States of America",-80.12538580682406,25.80544025
Miami Beach,33140,2925,Indian Creek Drive,Florida,"2925 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.12580515000002,25.8058356
Miami,33138,,Northeast 65th Street,Florida,"Northeast 65th Street, Miami, FL 33138, United States of America",-80.18450025900464,25.8360213
Miami Beach,33140,,30th Street,Florida,"30th Street, Miami Beach, FL 33140, United States of America",-80.1242146795606,25.80535045
Miami Beach,33140,,30th Street,Florida,"30th Street, Miami Beach, FL 33140, United States of America",-80.1249367,25.805819
,33142,2601,Northwest 42nd Avenue,Florida,"2601 Northwest 42nd Avenue, Miami-Dade County, FL 33142, United States of America",-80.26358946778421,25.799854699999997
Miami Beach,33140,3010,Collins Avenue,Florida,"3010 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12478173299897,25.8061863
Miami Beach,33140,3101,Indian Creek Drive,Florida,"3101 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.12514912644559,25.8069791
Miami Beach,33140,3025,Collins Avenue,Florida,"3025 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12404986522854,25.80610015
Miami Beach,33140,3120,Collins Avenue,Florida,"3120 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12436605,25.80705915
Miami,33134,4871,West Flagler Street,Florida,"4871 West Flagler Street, Miami, FL 33134, United States of America",-80.27501570237987,25.7715511
Miami Beach,33140,3101,Collins Avenue,Florida,"3101 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12368641524668,25.806729150000002
Key Biscayne,33149,455,Grand Bay Drive South,Florida,"455 Grand Bay Drive South, Key Biscayne, FL 33149, United States of America",-80.15802475805843,25.6915479
Miami,33138,,Northeast 68th Street,Florida,"Northeast 68th Street, Miami, FL 33138, United States of America",-80.18477445369504,25.83782115
Miami Beach,33140,3201,Collins Avenue,Florida,"3201 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12313905536755,25.80737845
Key Biscayne,33149,285,Sunrise Drive,Florida,"285 Sunrise Drive, Key Biscayne, FL 33149, United States of America",-80.16045796814245,25.69032245
Miami,33134,4911,West Flagler Street,Florida,"4911 West Flagler Street, Miami, FL 33134, United States of America",-80.2763067212685,25.7715553
,33142,3974,Northwest South River Drive,Florida,"3974 Northwest South River Drive, Miami Springs, FL 33142, United States of America",-80.26153580935407,25.806602849999997
,33142,3501,Northwest 42nd Avenue,Florida,"3501 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.26215941746767,25.8058032
Miami,33134,4995,West Flagler Street,Florida,"4995 West Flagler Street, Miami, FL 33134, United States of America",-80.27646550106341,25.7715325
,33142,3401,Northwest 42nd Avenue,Florida,"3401 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.26307919999999,25.80513835
Miami Beach,33140,3500,Collins Avenue,Florida,"3500 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12391073542081,25.8092512
Miami Beach,33140,3605,Indian Creek Drive,Florida,"Miami Beach, FL 33140, United States of America",-80.124578,25.8099757
,33142,3449,Northwest 42nd Avenue,Florida,"3449 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.2632432067537,25.80570555
Miami,33138,,Northeast 70th Street,Florida,"Northeast 70th Street, Miami, FL 33138, United States of America",-80.18399422853571,25.839409099999997
,33142,3549,Northwest 42nd Avenue,Florida,"3549 Northwest 42nd Avenue, Miami Springs, FL 33142, United States of America",-80.26303529574115,25.806346050000002
Miami Beach,33140,3611,Collins Avenue,Florida,"3611 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12309844109919,25.8098394
Miami Beach,33140,3720,Collins Avenue,Florida,"3720 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12366779695267,25.81091985
Miami Beach,33140,301,41st Street,Florida,"301 41st Street, Miami Beach, FL 33140, United States of America",-80.1268597,25.8140019
Miami Beach,33140,3865,Indian Creek Drive,Florida,"3865 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.1242352,25.8116353
,33146,730,South Dixie Highway,Florida,"730 South Dixie Highway, Coral Gables, FL 33146, United States of America",-80.26745323479798,25.721847
Miami,33134,5121,West Flagler Street,Florida,"5121 West Flagler Street, Miami, FL 33134, United States of America",-80.27843102662897,25.771465749999997
Miami,33138,7126,Biscayne Boulevard,Florida,"7126 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18460224937573,25.840834700000002
Miami,33138,7150,Biscayne Boulevard,Florida,"7150 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18483891565076,25.84102335
Miami Beach,33140,3900,Collins Avenue,Florida,"3900 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12348589650689,25.8120261
Miami,33134,5180,West Flagler Street,Florida,"5180 West Flagler Street, Miami, FL 33134, United States of America",-80.27928425453283,25.770761200000003
Miami Beach,33140,3921,Collins Avenue,Florida,"3921 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12277083024617,25.8120573
Hialeah,33010,1421,Southeast 9th Avenue,Florida,"1421 Southeast 9th Avenue, Hialeah, FL 33010, United States of America",-80.26244858164145,25.810064349999998
Miami Beach,33140,4000,Collins Avenue,Florida,"4000 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12329977561484,25.81267205
,33166,1111,South Royal Poinciana Boulevard,Florida,"1111 South Royal Poinciana Boulevard, Miami Springs, FL 33166, United States of America",-80.2635341883018,25.809194650000002
Miami Beach,33140,4041,Collins Avenue,Florida,"4041 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12237023653392,25.81273135
Miami Beach,33140,,41st Street,Florida,"41st Street, Miami Beach, FL 33140, United States of America",-80.12323700765265,25.81331115
Miami Beach,33140,4121,Indian Creek Drive,Florida,"4121 Indian Creek Drive, Miami Beach, FL 33140, United States of America",-80.12344800155384,25.8137017
Miami Beach,33140,,Collins Avenue,Florida,"Miami Beach, FL 33140, United States of America",-80.12319648121496,25.8135374
Miami Beach,33140,4130,Collins Avenue,Florida,"4130 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12317305,25.813682749999998
Hialeah,33010,1395,Southeast 8th Court,Florida,"1395 Southeast 8th Court, Hialeah, FL 33010, United States of America",-80.26343390685543,25.81082955
Miami Beach,33140,4101,Collins Avenue,Florida,"4101 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12251119999999,25.81330705
Miami Beach,33140,216,43rd Street,Florida,"216 43rd Street, Miami Beach, FL 33140, United States of America",-80.12334341327121,25.8143844
Miami,33101,7301,Biscayne Boulevard,Florida,"7301 Biscayne Boulevard, Miami, FL 33101, United States of America",-80.18369749731588,25.842894049999998
Miami Beach,33140,4299,Collins Avenue,Florida,"4299 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12250325,25.8142048
,33166,4299,Northwest 36th Street,Florida,"4299 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.26616786381327,25.808844450000002
Miami,33138,7411,Biscayne Boulevard,Florida,"7411 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18413427442255,25.843484150000002
Miami,33138,7422,Biscayne Boulevard,Florida,"7422 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18494960367786,25.84357265
,33166,901,South Royal Poinciana Boulevard,Florida,"901 South Royal Poinciana Boulevard, Miami Springs, FL 33166, United States of America",-80.26529889008958,25.8105542
Miami Beach,33140,4343,Collins Avenue,Florida,"4343 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12225483598024,25.81557025
Miami Beach,33140,4385,Collins Avenue,Florida,"4385 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12190095634196,25.815885700000003
Miami Beach,33140,4441,Collins Avenue,Florida,"4441 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12204229557773,25.8180847
Miami,33138,7700,Biscayne Boulevard,Florida,"7700 Biscayne Boulevard, Miami, FL 33138, United States of America",-80.18513304397592,25.846167899999998
Miami Beach,33140,4525,Collins Avenue,Florida,"4525 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12176721148916,25.8194734
Hialeah,33010,699,Okeechobee Road,Florida,"699 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.26696400033666,25.81313635
Miami,33142,2100,Northwest 42nd Avenue,Florida,"2100 Northwest 42nd Avenue, Miami, FL 33142, United States of America",-80.2789563,25.7950032
,33126,5500,Blue Lagoon Drive,Florida,"5500 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.28452956223154,25.78167235
Hialeah,33010,611,Okeechobee Road,Florida,"611 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.2683220515122,25.8140423
,33166,661,East Drive,Florida,"661 East Drive, Miami Springs, FL 33166, United States of America",-80.2725120505815,25.808797300000002
Miami Beach,33140,4747,Collins Avenue,Florida,"4747 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1221698062545,25.82194525
,33166,656,East Drive,Florida,"656 East Drive, Miami Springs, FL 33166, United States of America",-80.2728894917073,25.80875585
Miami,33150,7927,Northwest 7th Avenue,Florida,"7927 Northwest 7th Avenue, Miami, FL 33150, United States of America",-80.2085422746595,25.84806445
,33166,665,Mokena Drive,Florida,"665 Mokena Drive, Miami Springs, FL 33166, United States of America",-80.27370057901604,25.808745799999997
,33126,1101,Blue Lagoon Drive,Florida,"1101 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.2865329,25.781492999999998
Hialeah,33010,555,Okeechobee Road,Florida,"555 Okeechobee Road, Hialeah, FL 33010, United States of America",-80.26941829455475,25.81497565
Miami,33138,7951,Northeast Bayshore Court,Florida,"7951 Northeast Bayshore Court, Miami, FL 33138, United States of America",-80.17324780106019,25.8485138
,33166,4767,Northwest 36th Street,Florida,"4767 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.27503426694086,25.80831545
Miami,33126,777,Southwest 57th Avenue,Florida,"777 Southwest 57th Avenue, Miami, FL 33126, United States of America",-80.28793879915013,25.779022249999997
Miami Beach,33140,4833,Collins Avenue,Florida,"4833 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12156379901123,25.8239491
,33166,657,Minola Drive,Florida,"657 Minola Drive, Miami Springs, FL 33166, United States of America",-80.27504814143222,25.808929
Schmidts Adult Mobile Home Park,33147,7000,Northwest 27th Avenue,Florida,"7000 Northwest 27th Avenue, Schmidts Adult Mobile Home Park, FL 33147, United States of America",-80.24184085106273,25.838092
Miami Beach,33140,4835,Collins Avenue,Florida,"4835 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1214190421646,25.8245568
Miami Beach,33140,4835,Collins Avenue,Florida,"4835 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.1214194,25.8245637
Miami Beach,33140,4925,Collins Avenue,Florida,"4925 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12124934879171,25.82519735
,33166,4909,Northwest 36th Street,Florida,"4909 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.27687854814891,25.8084335
,33126,5710,Blue Lagoon Drive,Florida,"5710 Blue Lagoon Drive, Miami-Dade County, FL 33126, United States of America",-80.28974623894229,25.7812306
Miami,33138,1050,Northeast 82nd Street,Florida,"1050 Northeast 82nd Street, Miami, FL 33138, United States of America",-80.1753343,25.8505522
Miami Beach,33140,5001,Collins Avenue,Florida,"5001 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12119464247905,25.8256723
Miami Beach,33140,5005,Collins Avenue,Florida,"5005 Collins Avenue, Miami Beach, FL 33140, United States of America",-80.12125373623935,25.826428200000002
,33166,5055,Northwest 36th Street,Florida,"5055 Northwest 36th Street, Miami Springs, FL 33166, United States of America",-80.27824514475401,25.80843285
Miami,33138,,Northeast 84th Street,Florida,"Northeast 84th Street, Miami, FL 33138, United States of America",-80.19595211813693,25.85275085
