city,postcode,street,address2,Transport_Type,Transport,Route,longitude,latitude
Miami,33136,Northwest 1st Place,"Northwest 1st Place, Miami, FL 33136, United States of America",Miami-Dade Transit,bus_stop,NW 1st Pl & NW 13th St,-80.197865,25.786688
Miami,33132,MacArthur Causeway Path,"MacArthur Causeway Path, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,NE 13th St & N Bayshore Dr,-80.187652,25.787146
Miami,33136,Northwest 3rd Avenue,"Northwest 3rd Avenue, Miami, FL 33136, United States of America",Miami-Dade Transit,bus_stop,NW 3rd Av & NW 13th St,-80.199944,25.786487
Miami,33135,Southwest 1st Street,"Southwest 1st Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 1st St & SW 14th Av,-80.217831,25.772365
Miami,33136,Northwest 3rd Avenue,"Northwest 3rd Avenue, Miami, FL 33136, United States of America",Miami-Dade Transit,bus_stop,NW 3rd Av & NW 13th St,-80.199794,25.786557
Miami,33132,Biscayne Boulevard,"Biscayne Boulevard, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Biscayne Bd & NE 13th St,-80.189025,25.787486
Miami,33136,Northwest 1st Place,"Northwest 1st Place, Miami, FL 33136, United States of America",Miami-Dade Transit,bus_stop,NW 1st Pl & NW 13th St,-80.198015,25.787070
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 10th Av,-80.212018,25.780261
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 10th Av,-80.212054,25.780405
Miami,33130,Southwest 7th Street,"Southwest 7th Street, Miami, FL 33130, United States of America",Miami-Dade Transit,bus_stop,SW 7th St & SW 16th Av,-80.220937,25.766605
Miami,33136,Northwest 3rd Avenue,"Northwest 3rd Avenue, Miami, FL 33136, United States of America",Miami-Dade Transit,bus_stop,NW 3rd Av & NW 14th St,-80.199982,25.787653
Miami,33131,Rickenbacker Causeway,"Rickenbacker Causeway, Miami, FL 33131, United States of America",Miami-Dade Transit,bus_stop,Rickenbacker Cy & Marine Stadium,-80.171350,25.741985
Miami,33135,Southwest 1st Street,"Southwest 1st Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 1st St & SW 15th Av,-80.219451,25.772314
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 12th Av,-80.213970,25.780177
Miami,33132,Parrot Jungle Trail,"Parrot Jungle Trail, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,MacArthur Cy & Watson Island,-80.175870,25.784929
Miami,33132,Parrot Jungle Trail,"Parrot Jungle Trail, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,MacArthur Cy & Watson Island,-80.174740,25.784506
Miami,33128,West Flagler Street,"West Flagler Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,W Flagler St & NW 15th Av,-80.219328,25.773453
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 12th Av,-80.214289,25.780340
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188713,25.789241
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188496,25.789251
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188577,25.789279
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188278,25.789255
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188344,25.789284
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188060,25.789262
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.188132,25.789291
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.187838,25.789268
Miami,33132,Northeast 14th Terrace,"Northeast 14th Terrace, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.187903,25.789296
Miami,33132,North Bayshore Drive,"North Bayshore Drive, Miami, FL 33132, United States of America",Miami-Dade Transit,bus_stop,Omni Terminal,-80.187672,25.789300
Miami,33130,Southwest 8th Street,"Southwest 8th Street, Miami, FL 33130, United States of America",Miami-Dade Transit,bus_stop,SW 8th St & SW 17th Av,-80.222281,25.765560
Miami,33130,Southwest 7th Street,"Southwest 7th Street, Miami, FL 33130, United States of America",Miami-Dade Transit,bus_stop,SW 7th St & SW 17th Av,-80.222232,25.766566
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 13th Av,-80.216663,25.780086
Miami,33145,Southwest 22nd Street,"Southwest 22nd Street, Miami, FL 33145, United States of America",City of Miami;Miami-Dade Transit,bus_stop,SW 22nd Av & SW 17th Av,-80.221596,25.750770
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 13th Av,-80.216763,25.780254
Miami,33135,Southwest 1st Street,"Southwest 1st Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 1st St & SW 17th Av,-80.222131,25.772214
Miami,33139,MacArthur Causeway,"MacArthur Causeway, Miami, FL 33139, United States of America",Miami-Dade Transit,bus_stop,MacArthur Cy & Fountain St,-80.164412,25.777509
Miami,33135,West Flagler Street,"West Flagler Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,W Flagler St & NW 16th Av,-80.221610,25.773378
Miami,33145,Southwest 22nd Street,"Southwest 22nd Street, Miami, FL 33145, United States of America",City of Miami;Miami-Dade Transit,bus_stop,SW 22nd Av & SW 17th Av,-80.222276,25.750984
Miami Beach,33139,MacArthur Causeway,"MacArthur Causeway, Miami Beach, FL 33139, United States of America",Miami-Dade Transit,bus_stop,MacArthur Cy & Fountain St,-80.164434,25.777945
Miami,33135,Southwest 8th Street,"Southwest 8th Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 8th St & SW 18th Av,-80.224332,25.765506
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 14th Av,-80.217836,25.780039
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 14th Av,-80.218337,25.780219
Miami,33135,West Flagler Street,"West Flagler Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,W Flagler St & NW 17th Ct,-80.223496,25.772944
Miami,33135,Southwest 1st Street,"Southwest 1st Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 1st St & SW 18th Av,-80.224498,25.771800
Miami,33128,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33128, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 15th Av,-80.219727,25.780165
Miami,33135,Southwest 7th Street,"Southwest 7th Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 7th St & SW 19th Av,-80.226320,25.766505
Miami,33135,West Flagler Street,"West Flagler Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,W Flagler St & NW 18th Av,-80.225008,25.772806
Miami,33135,Southwest 1st Street,"Southwest 1st Street, Miami, FL 33135, United States of America",Miami-Dade Transit,bus_stop,SW 1st St & SW 18th Ct,-80.225834,25.771597
Miami,33125,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33125, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 16th Av,-80.221431,25.780111
Miami,33125,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33125, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 16th Av,-80.221700,25.779924
Miami,33125,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33125, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 17th Ct,-80.223174,25.780055
Miami,33125,Northwest 7th Street,"Northwest 7th Street, Miami, FL 33125, United States of America",Miami-Dade Transit,bus_stop,NW 7th St & NW 17th Ct,-80.223431,25.779869
